investigation_id,case_id,started_at,completed_at,analyst_id,analyst_notes,evidence_present,evidence_count,root_cause_identified
E002-INV0065,E002-C0065,2026-08-19 15:33:57,2026-08-19 16:28:02,AN02,"Performed case review for malware on E002-AS010. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,2,true
E002-INV0066,E002-C0066,2026-08-19 15:38:12,2026-08-19 17:22:14,AN03,"Analyst investigated malware activity using SIEM records. Evidence was reviewed, related events were correlated, and the case outcome was documented.",true,5,true
E002-INV0067,E002-C0067,2026-08-19 16:19:40,2026-08-19 16:39:46,AN05,"Correlated alert with endpoint and network activity for E002-AS028. Analyst reviewed suspicious login indicators, validated the timeline, and recorded supporting evidence.",true,4,true
E002-INV0068,E002-C0068,2026-08-19 16:15:28,2026-08-19 17:10:38,AN04,"Performed case review for brute force on E002-AS010. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,5,true
E002-INV0069,E002-C0069,2026-08-19 16:50:40,2026-08-19 18:02:53,AN04,"Analyst investigated brute force activity using SIEM records. Evidence was reviewed, related events were correlated, and the case outcome was documented.",true,4,true
E002-INV0070,E002-C0070,2026-08-19 17:50:45,2026-08-19 18:13:00,AN01,Reviewed EMAIL_SECURITY telemetry and authentication records. Investigated phishing indicators on E002-AS010. Relevant evidence was collected and documented.,true,4,true
E002-INV0071,E002-C0071,2026-08-19 18:02:32,2026-08-19 18:45:06,AN06,"Examined logs from SIEM and related security events. The brute force alert on E002-AS005 was triaged, investigated, and supporting artefacts were documented.",true,4,true
E002-INV0072,E002-C0072,2026-08-19 19:00:23,2026-08-19 19:12:43,AN01,"Performed case review for ransomware on E002-AS030. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,3,false
E002-INV0073,E002-C0073,2026-08-19 19:29:06,2026-08-19 21:53:39,AN04,"Correlated alert with endpoint and network activity for E002-AS025. Analyst reviewed network anomaly indicators, validated the timeline, and recorded supporting evidence.",true,4,false
E002-INV0074,E002-C0074,2026-08-19 20:48:03,2026-08-19 21:02:21,AN03,"Analyst investigated ransomware activity using EDR records. Evidence was reviewed, related events were correlated, and the case outcome was documented.",true,2,true
E002-INV0075,E002-C0075,2026-08-19 23:38:27,2026-08-20 00:10:57,AN01,Reviewed IDS telemetry and authentication records. Investigated network anomaly indicators on E002-AS027. Relevant evidence was collected and documented.,true,5,false
E002-INV0076,E002-C0076,2026-08-20 00:24:00,2026-08-20 00:59:07,AN01,"Performed case review for data exfiltration on E002-AS027. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,2,true
E002-INV0077,E002-C0077,2026-08-20 18:04:00,2026-08-20 18:10:00,AN01,Rapid review completed for suspicious login alert; limited supporting evidence recorded.,true,1,false
E002-INV0078,E002-C0078,2026-08-20 00:55:03,2026-08-20 01:52:20,AN05,"Correlated alert with endpoint and network activity for E002-AS018. Analyst reviewed suspicious login indicators, validated the timeline, and recorded supporting evidence.",true,2,true
E002-INV0079,E002-C0079,2026-08-20 02:01:30,2026-08-20 03:52:32,AN03,"Validated the alert against recent activity on E002-AS003. Reviewed available EMAIL_SECURITY events, checked user/process context, and documented investigative evidence.",true,4,true
E002-INV0080,E002-C0080,2026-08-20 05:36:09,2026-08-20 07:16:25,AN05,"Performed case review for suspicious login on E002-AS025. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,4,true
E002-INV0081,E002-C0081,2026-08-20 05:58:17,2026-08-20 06:16:44,AN03,"Validated the alert against recent activity on E002-AS008. Reviewed available SIEM events, checked user/process context, and documented investigative evidence.",true,5,true
E002-INV0082,E002-C0082,2026-08-20 06:53:02,2026-08-20 07:25:40,AN05,"Correlated alert with endpoint and network activity for E002-AS016. Analyst reviewed malware indicators, validated the timeline, and recorded supporting evidence.",true,3,true
E002-INV0083,E002-C0083,2026-08-20 09:16:01,2026-08-20 09:44:39,AN04,"Correlated alert with endpoint and network activity for E002-AS002. Analyst reviewed network anomaly indicators, validated the timeline, and recorded supporting evidence.",true,3,true
E002-INV0084,E002-C0084,2026-08-20 17:12:00,2026-08-20 17:49:00,AN06,Reviewed IAM authentication records for repeated suspicious login activity on E002-AS013. Account context and source activity were correlated.,true,3,true
E002-INV0085,E002-C0085,2026-08-20 10:05:16,2026-08-20 10:40:33,AN06,"Correlated alert with endpoint and network activity for E002-AS014. Analyst reviewed data exfiltration indicators, validated the timeline, and recorded supporting evidence.",true,2,true
E002-INV0086,E002-C0086,2026-08-20 11:01:47,2026-08-20 11:27:04,AN04,"Analyst investigated ransomware activity using SIEM records. Evidence was reviewed, related events were correlated, and the case outcome was documented.",true,6,false
E002-INV0087,E002-C0087,2026-08-20 11:29:49,2026-08-20 13:05:03,AN05,"Examined logs from EDR and related security events. The ransomware alert on E002-AS025 was triaged, investigated, and supporting artefacts were documented.",true,4,false
E002-INV0088,E002-C0088,2026-08-20 11:44:22,2026-08-20 12:51:27,AN05,"Validated the alert against recent activity on E002-AS013. Reviewed available IAM events, checked user/process context, and documented investigative evidence.",true,3,false
E002-INV0089,E002-C0089,2026-08-20 17:19:00,2026-08-20 17:24:00,AN03,Rapid review completed for brute force alert; limited supporting evidence recorded.,true,1,false
E002-INV0090,E002-C0090,2026-08-20 12:55:58,2026-08-20 13:27:11,AN04,Reviewed SIEM telemetry and authentication records. Investigated brute force indicators on E002-AS022. Relevant evidence was collected and documented.,true,4,true
E002-INV0091,E002-C0091,2026-08-20 14:49:01,2026-08-20 15:20:06,AN01,Reviewed EDR telemetry and authentication records. Investigated data exfiltration indicators on E002-AS004. Relevant evidence was collected and documented.,true,4,false
E002-INV0092,E002-C0092,2026-08-20 15:00:06,2026-08-20 15:36:31,AN06,"Performed case review for malware on E002-AS025. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,5,false
E002-INV0093,E002-C0093,2026-08-20 15:32:22,2026-08-20 16:38:42,AN04,Checked logs and endpoint activity. No additional issue found. Case closed after standard review.,true,5,false
E002-INV0094,E002-C0094,2026-08-20 16:25:50,2026-08-20 17:35:23,AN06,Reviewed EDR telemetry and authentication records. Investigated malware indicators on E002-AS031. Relevant evidence was collected and documented.,true,6,false
E002-INV0095,E002-C0095,2026-08-20 17:16:41,2026-08-20 17:34:41,AN03,"Examined logs from IAM and related security events. The brute force alert on E002-AS020 was triaged, investigated, and supporting artefacts were documented.",true,5,true
E002-INV0096,E002-C0096,2026-08-20 17:55:35,2026-08-20 18:31:10,AN02,Reviewed FIREWALL telemetry and authentication records. Investigated network anomaly indicators on E002-AS009. Relevant evidence was collected and documented.,true,2,true
E002-INV0097,E002-C0097,2026-08-20 18:03:29,2026-08-20 18:40:35,AN04,"Validated the alert against recent activity on E002-AS006. Reviewed available EDR events, checked user/process context, and documented investigative evidence.",true,3,true
E002-INV0098,E002-C0098,2026-08-20 18:52:18,2026-08-20 19:34:50,AN04,"Examined logs from IDS and related security events. The network anomaly alert on E002-AS002 was triaged, investigated, and supporting artefacts were documented.",true,2,false
E002-INV0099,E002-C0099,2026-08-20 19:22:14,2026-08-20 19:42:19,AN04,"Analyst investigated malware activity using SIEM records. Evidence was reviewed, related events were correlated, and the case outcome was documented.",true,4,false
E002-INV0100,E002-C0100,2026-08-20 19:43:07,2026-08-20 20:25:27,AN05,"Correlated alert with endpoint and network activity for E002-AS006. Analyst reviewed suspicious login indicators, validated the timeline, and recorded supporting evidence.",true,6,true
E002-INV0101,E002-C0101,2026-08-20 20:02:29,2026-08-20 20:33:53,AN03,"Validated the alert against recent activity on E002-AS018. Reviewed available SIEM events, checked user/process context, and documented investigative evidence.",true,3,false
E002-INV0102,E002-C0102,2026-08-20 15:49:00,2026-08-20 15:55:00,AN02,Rapid review completed for suspicious login alert; limited supporting evidence recorded.,true,1,false
E002-INV0103,E002-C0103,2026-08-20 21:17:26,2026-08-20 21:55:43,AN02,"Performed case review for phishing on E002-AS012. Correlated surrounding events, checked account/process activity, and recorded findings for supervisory traceability.",true,5,true
E002-INV0104,E002-C0104,2026-08-20 22:25:23,2026-08-20 23:26:30,AN02,"Analyst investigated network anomaly activity using IDS records. Evidence was reviewed, related events were correlated, and the case outcome was documented.",true,6,true
