investigation_id,case_id,started_at,completed_at,analyst_id,analyst_notes,evidence_present,evidence_count,root_cause_identified
E001-INV0067,E001-C0067,2026-08-22 17:50:07,2026-08-22 18:19:07,AN07,Investigated authentication logs for anomalous geolocation. Account temporarily locked and password reset enforced.,true,4,true
E001-INV0069,E001-C0069,2026-08-22 20:15:29,2026-08-22 22:40:29,AN04,Reviewed EDR telemetry and authentication logs. Suspicious process identified and terminated. Endpoint isolated pending reimage.,true,6,true
E001-INV0070,E001-C0070,2026-08-22 22:32:55,2026-08-22 23:16:55,AN01,Checked logs. No issue found.,true,6,false
E001-INV0071,E001-C0071,2026-08-23 00:25:40,2026-08-23 01:12:40,AN05,Interviewed asset owner and reviewed endpoint EDR timeline. Activity attributed to approved administrative script.,false,0,false
E001-INV0072,E001-C0072,2026-08-23 04:16:10,2026-08-23 05:01:10,AN04,Performed memory analysis on affected host. Indicators consistent with commodity malware family; host reimaged.,true,4,false
E001-INV0073,E001-C0073,2026-08-23 08:52:53,2026-08-23 09:12:53,AN05,Checked privilege change logs against change management records. No approved change found; access revoked pending review.,true,4,true
E001-INV0074,E001-C0074,2026-08-24 02:30:23,2026-08-24 03:11:23,AN06,Performed memory analysis on affected host. Indicators consistent with commodity malware family; host reimaged.,true,2,false
E001-INV0075,E001-C0075,2026-08-24 07:12:08,2026-08-24 07:57:08,AN07,Checked privilege change logs against change management records. No approved change found; access revoked pending review.,true,2,true
E001-INV0076,E001-C0076,2026-08-24 18:49:47,2026-08-24 19:54:47,AN08,Performed memory analysis on affected host. Indicators consistent with commodity malware family; host reimaged.,true,4,true
E001-INV0077,E001-C0077,2026-08-24 19:46:55,2026-08-24 22:01:55,AN01,Checked logs. No issue found.,true,1,false
E001-INV0078,E001-C0078,2026-08-24 21:08:47,2026-08-24 21:48:47,AN08,Performed memory analysis on affected host. Indicators consistent with commodity malware family; host reimaged.,true,5,false
E001-INV0079,E001-C0079,2026-08-24 22:48:00,2026-08-25 00:16:00,AN01,Analyzed email headers and attachment sandbox report. Confirmed phishing payload; mailbox purged and user notified.,true,6,true
E001-INV0080,E001-C0080,2026-08-25 00:18:50,2026-08-25 01:45:50,AN03,Reviewed outbound data transfer logs and DLP alerts. Volume within acceptable range after cross-checking business context.,true,4,false
E001-INV0081,E001-C0081,2026-08-25 03:01:05,2026-08-25 03:01:30,AN04,Correlated SIEM events with firewall logs. Traffic pattern matched known scanning behaviour; source IP blocked at perimeter.,false,0,false
E001-INV0082,E001-C0082,2026-08-25 11:03:58,2026-08-25 11:30:58,AN07,Reviewed outbound data transfer logs and DLP alerts. Volume within acceptable range after cross-checking business context.,true,1,true
E001-INV0083,E001-C0083,2026-08-25 16:02:47,2026-08-25 16:22:47,AN01,Reviewed IDS packet captures. Traffic consistent with automated brute-force attempt; source blacklisted.,true,6,true
E001-INV0084,E001-C0084,2026-08-25 21:04:25,2026-08-25 21:15:25,AN01,Correlated SIEM events with firewall logs. Traffic pattern matched known scanning behaviour; source IP blocked at perimeter.,true,4,false
E001-INV0085,E001-C0085,2026-08-25 21:52:31,2026-08-25 23:21:31,AN04,Correlated SIEM events with firewall logs. Traffic pattern matched known scanning behaviour; source IP blocked at perimeter.,true,2,true
E001-INV0086,E001-C0086,2026-08-26 13:57:44,2026-08-26 15:12:44,AN06,Reviewed backup job logs and asset configuration history. No unauthorized changes detected; alert attributed to misconfigured monitoring threshold.,true,5,false
E001-INV0087,E001-C0087,2026-08-27 07:19:07,2026-08-27 08:36:07,AN06,Reviewed backup job logs and asset configuration history. No unauthorized changes detected; alert attributed to misconfigured monitoring threshold.,true,4,true
E001-INV0089,E001-C0089,2026-08-27 16:45:40,2026-08-27 17:18:40,AN07,Reviewed IDS packet captures. Traffic consistent with automated brute-force attempt; source blacklisted.,true,4,true
E001-INV0090,E001-C0090,2026-08-28 01:32:26,2026-08-28 02:17:26,AN03,Correlated SIEM events with firewall logs. Traffic pattern matched known scanning behaviour; source IP blocked at perimeter.,true,1,false
E001-INV0091,E001-C0091,2026-08-28 14:15:20,2026-08-28 14:45:20,AN02,Reviewed outbound data transfer logs and DLP alerts. Volume within acceptable range after cross-checking business context.,true,4,true
E001-INV0092,E001-C0092,2026-08-29 06:13:25,2026-08-29 06:54:25,AN04,Interviewed asset owner and reviewed endpoint EDR timeline. Activity attributed to approved administrative script.,true,3,true
E001-INV0093,E001-C0093,2026-08-29 06:58:50,2026-08-29 07:27:50,AN07,Investigated authentication logs for anomalous geolocation. Account temporarily locked and password reset enforced.,true,3,false
E001-INV0094,E001-C0094,2026-08-29 15:35:31,2026-08-29 15:46:31,AN08,Reviewed outbound data transfer logs and DLP alerts. Volume within acceptable range after cross-checking business context.,true,1,true
E001-INV0095,E001-C0095,2026-08-29 20:56:39,,AN07,Reviewed backup job logs and asset configuration history. No unauthorized changes detected; alert attributed to misconfigured monitoring threshold.,true,5,false
E001-INV0096,E001-C0096,2026-08-30 05:36:41,,AN03,Reviewed outbound data transfer logs and DLP alerts. Volume within acceptable range after cross-checking business context.,true,5,false
E001-INV0097,E001-C0097,2026-08-30 17:26:55,,AN07,Interviewed asset owner and reviewed endpoint EDR timeline. Activity attributed to approved administrative script.,true,6,false
